timestamp,symbol,regime,strategy,current_qty
2015-02-20,BTC-USDT,TREND_UP,TrendUp,0.0
2015-02-20,ETH-USDT,VOLATILE,TrendBreakout,0.0
2015-02-20,SOL-USDT,VOLATILE,TrendBreakout,0.0
2015-02-20,BNB-USDT,VOLATILE,TrendBreakout,0.0
2015-02-21,BTC-USDT,TREND_UP,TrendUp,0.0
2015-02-21,ETH-USDT,VOLATILE,TrendBreakout,0.0
2015-02-21,SOL-USDT,VOLATILE,TrendBreakout,0.0
2015-02-21,BNB-USDT,VOLATILE,TrendBreakout,0.0
2015-02-22,BTC-USDT,TREND_UP,TrendUp,0.0
2015-02-22,ETH-USDT,VOLATILE,TrendBreakout,0.0
2015-02-22,SOL-USDT,VOLATILE,TrendBreakout,0.0
2015-02-22,BNB-USDT,VOLATILE,TrendBreakout,0.694120355663765
2015-02-23,BTC-USDT,TREND_UP,TrendUp,0.0
2015-02-23,ETH-USDT,VOLATILE,TrendBreakout,0.0
2015-02-23,SOL-USDT,VOLATILE,TrendBreakout,0.0
2015-02-23,BNB-USDT,VOLATILE,TrendBreakout,0.694120355663765
2015-02-24,BTC-USDT,TREND_UP,TrendUp,0.0
2015-02-24,ETH-USDT,VOLATILE,TrendBreakout,0.5986991907643883
2015-02-24,SOL-USDT,VOLATILE,TrendBreakout,0.0
2015-02-24,BNB-USDT,VOLATILE,TrendBreakout,0.694120355663765
2015-02-25,BTC-USDT,TREND_UP,TrendUp,0.0
2015-02-25,ETH-USDT,VOLATILE,TrendBreakout,0.5986991907643883
2015-02-25,SOL-USDT,VOLATILE,TrendBreakout,0.0
2015-02-25,BNB-USDT,VOLATILE,TrendBreakout,0.694120355663765
2015-02-26,BTC-USDT,VOLATILE,SWITCH_COOLDOWN,0.0
2015-02-26,ETH-USDT,VOLATILE,TrendBreakout,0.5986991907643883
2015-02-26,SOL-USDT,VOLATILE,TrendBreakout,0.0
2015-02-26,BNB-USDT,VOLATILE,TrendBreakout,0.694120355663765
2015-02-27,BTC-USDT,VOLATILE,COOLDOWN,0.0
2015-02-27,ETH-USDT,VOLATILE,TrendBreakout,0.5986991907643883
2015-02-27,SOL-USDT,VOLATILE,TrendBreakout,0.6142665647842422
2015-02-27,BNB-USDT,VOLATILE,TrendBreakout,0.694120355663765
2015-02-28,BTC-USDT,VOLATILE,COOLDOWN,0.0
2015-02-28,ETH-USDT,VOLATILE,TrendBreakout,0.5986991907643883
