timestamp,symbol,regime,strategy,current_qty
2023-02-20,BTC-USDT,VOLATILE,TrendBreakout,0.0
2023-02-20,ETH-USDT,VOLATILE,TrendBreakout,0.0
2023-02-20,SOL-USDT,VOLATILE,TrendBreakout,0.0
2023-02-20,BNB-USDT,VOLATILE,TrendBreakout,0.0
2023-02-21,BTC-USDT,VOLATILE,TrendBreakout,0.0
2023-02-21,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-02-21,SOL-USDT,VOLATILE,TrendBreakout,0.0
2023-02-21,BNB-USDT,VOLATILE,TrendBreakout,0.0
2023-02-22,BTC-USDT,VOLATILE,TrendBreakout,0.0
2023-02-22,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-02-22,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-02-22,BNB-USDT,VOLATILE,TrendBreakout,0.0
2023-02-23,BTC-USDT,VOLATILE,TrendBreakout,0.0
2023-02-23,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-02-23,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-02-23,BNB-USDT,VOLATILE,TrendBreakout,0.0
2023-02-24,BTC-USDT,VOLATILE,TrendBreakout,0.0
2023-02-24,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-02-24,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-02-24,BNB-USDT,VOLATILE,TrendBreakout,0.0
2023-02-25,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-02-25,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-02-25,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-02-25,BNB-USDT,VOLATILE,TrendBreakout,0.0
2023-02-26,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-02-26,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-02-26,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-02-26,BNB-USDT,VOLATILE,TrendBreakout,0.0
2023-02-27,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-02-27,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-02-27,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-02-27,BNB-USDT,VOLATILE,TrendBreakout,0.0
2023-02-28,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-02-28,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-02-28,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-02-28,BNB-USDT,VOLATILE,TrendBreakout,0.0
2023-03-01,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-03-01,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-03-01,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-03-01,BNB-USDT,VOLATILE,TrendBreakout,0.0
2023-03-02,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-03-02,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-03-02,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-03-02,BNB-USDT,VOLATILE,TrendBreakout,0.0
2023-03-03,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-03-03,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-03-03,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-03-03,BNB-USDT,VOLATILE,TrendBreakout,0.0
2023-03-04,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-03-04,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-03-04,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-03-04,BNB-USDT,VOLATILE,TrendBreakout,0.0
2023-03-05,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-03-05,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-03-05,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-03-05,BNB-USDT,VOLATILE,TrendBreakout,0.0
2023-03-06,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-03-06,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-03-06,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-03-06,BNB-USDT,VOLATILE,TrendBreakout,0.0
2023-03-07,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-03-07,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-03-07,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-03-07,BNB-USDT,TREND_UP,SWITCH_COOLDOWN,0.0
2023-03-08,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-03-08,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-03-08,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-03-08,BNB-USDT,TREND_UP,COOLDOWN,0.0
2023-03-09,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-03-09,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-03-09,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-03-09,BNB-USDT,TREND_UP,COOLDOWN,0.0
2023-03-10,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-03-10,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-03-10,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-03-10,BNB-USDT,VOLATILE,SWITCH_COOLDOWN,0.0
2023-03-11,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-03-11,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-03-11,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-03-11,BNB-USDT,VOLATILE,COOLDOWN,0.0
2023-03-12,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-03-12,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-03-12,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-03-12,BNB-USDT,VOLATILE,COOLDOWN,0.0
2023-03-13,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-03-13,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-03-13,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-03-13,BNB-USDT,VOLATILE,COOLDOWN,0.0
2023-03-14,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-03-14,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-03-14,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-03-14,BNB-USDT,VOLATILE,TrendBreakout,0.0
2023-03-15,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-03-15,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-03-15,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-03-15,BNB-USDT,VOLATILE,TrendBreakout,0.0
2023-03-16,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-03-16,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-03-16,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-03-16,BNB-USDT,VOLATILE,TrendBreakout,0.0
2023-03-17,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-03-17,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-03-17,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-03-17,BNB-USDT,VOLATILE,TrendBreakout,0.0
2023-03-18,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-03-18,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-03-18,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-03-18,BNB-USDT,VOLATILE,TrendBreakout,0.0
2023-03-19,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-03-19,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-03-19,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-03-19,BNB-USDT,VOLATILE,TrendBreakout,0.0
2023-03-20,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-03-20,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-03-20,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-03-20,BNB-USDT,VOLATILE,TrendBreakout,0.0
2023-03-21,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-03-21,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-03-21,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-03-21,BNB-USDT,VOLATILE,TrendBreakout,0.741954275428232
2023-03-22,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-03-22,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-03-22,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-03-22,BNB-USDT,VOLATILE,TrendBreakout,0.741954275428232
2023-03-23,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-03-23,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-03-23,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-03-23,BNB-USDT,VOLATILE,TrendBreakout,0.741954275428232
2023-03-24,BTC-USDT,VOLATILE,TrendBreakout,0.15498073423231695
2023-03-24,ETH-USDT,VOLATILE,TrendBreakout,0.42585873356276577
2023-03-24,SOL-USDT,VOLATILE,TrendBreakout,0.5801755776430493
2023-03-24,BNB-USDT,VOLATILE,TrendBreakout,0.741954275428232
