signal_time,fill_time,symbol,side,qty,fill_price,commission,slip,slip_dir,strategy_id,exit_reason
2025-09-25,2025-09-26,BTC-USDT,sell,0.23147533558454092,108939.99275500001,25.216921381541084,54.49724500000001,negative,TrendUp,Close below SMA30
2025-09-25,2025-09-26,BNB-USDT,sell,18.5844150259898,945.42705,17.570208673997207,0.47295,negative,TrendUp,Stop/Trail hit
2025-09-26,2025-09-27,SOL-USDT,buy,42.01826834188099,205.26257999999999,8.624778166986813,0.10258,positive,TrendUp,signal
2025-09-27,2025-09-28,SOL-USDT,sell,42.01826834188099,203.368265,8.545182330992764,0.101735,negative,TrendUp,Close below SMA30
2025-10-09,2025-10-10,ETH-USDT,buy,2.719922788356155,4370.274045,11.886807966356933,2.1840450000000002,positive,TrendUp,signal
2025-10-10,2025-10-11,ETH-USDT,sell,2.719922788356155,3827.80514,10.411334429672824,1.91486,negative,TrendUp,Close below SMA30
2025-10-17,2025-10-18,BNB-USDT,buy,4.961877339879915,1071.685575,5.317572370068677,0.535575,positive,TrendUp,signal
2025-10-18,2025-10-19,BNB-USDT,sell,4.961877339879915,1091.87379,5.417743816609801,0.5462100000000001,negative,TrendUp,Close below SMA30
2025-12-07,2025-12-08,ETH-USDT,short,2.6997707242468927,3058.3300700000004,8.256789988069952,1.52993,negative,TrendDown,signal
2025-12-07,2025-12-08,BNB-USDT,short,11.389155548674701,893.93281,10.181139823153869,0.44719000000000003,negative,TrendDown,signal
2025-12-08,2025-12-09,ETH-USDT,cover,2.6997707242468927,3125.7220799999996,8.438732963716102,1.56208,positive,TrendDown,Close above SMA30
2025-12-09,2025-12-10,SOL-USDT,short,52.95963659599521,137.80106500000002,7.297894324941115,0.06893500000000001,negative,TrendDown,signal
2025-12-13,2025-12-14,BNB-USDT,cover,11.389155548674701,897.26841,10.219129490402027,0.44841000000000003,positive,TrendDown,Close above SMA30
2025-12-14,2025-12-15,BNB-USDT,short,13.083669860884145,876.831365,11.472172103328406,0.438635,negative,TrendDown,signal
2025-12-23,2025-12-24,BNB-USDT,cover,13.083669860884145,844.7221499999999,11.052065734776255,0.42214999999999997,positive,Router,StateSwitch
2025-12-30,2025-12-31,BTC-USDT,short,0.18396542488063997,88441.25725000001,16.270133466974233,44.24275,negative,TrendDown,signal
2026-01-01,2026-01-02,BNB-USDT,short,18.806159662414228,863.9678,16.247916389984763,0.4322,negative,TrendDown,signal
2026-01-02,2026-01-03,BTC-USDT,cover,0.18396542488063997,90040.13756999999,16.564272164376323,44.99757,positive,TrendDown,Close above SMA30
2026-01-02,2026-01-03,BNB-USDT,cover,18.806159662414228,881.690625,16.58121466660379,0.440625,positive,TrendDown,Close above SMA30
2026-01-02,2026-01-03,SOL-USDT,cover,52.95963659599521,132.34614,7.009003479282705,0.06614,positive,TrendDown,Close above SMA30
2026-01-19,2026-01-20,SOL-USDT,buy,83.83790431658645,133.50672,11.192923616981298,0.06672,positive,TrendUp,signal
2026-01-20,2026-01-21,BNB-USDT,buy,18.33536039832212,884.632095,16.220048281747733,0.442095,positive,TrendUp,signal
2026-01-20,2026-01-21,SOL-USDT,sell,83.83790431658645,125.74709500000002,10.542372918698709,0.062905,negative,TrendUp,Close below SMA30
2026-01-21,2026-01-22,BTC-USDT,buy,0.19766276535836635,89499.457365,17.690710240839106,44.727365,positive,TrendUp,signal
2026-01-21,2026-01-22,BNB-USDT,sell,18.33536039832212,882.9083250000001,16.18844233755392,0.44167500000000004,negative,TrendUp,Close below SMA30
2026-01-21,2026-01-22,SOL-USDT,buy,78.98316781392347,129.594765,10.235805071800977,0.064765,positive,TrendUp,signal
2026-01-22,2026-01-23,BTC-USDT,sell,0.19766276535836635,89514.90016,17.69376270640367,44.77984,negative,TrendUp,Close below SMA30
2026-01-22,2026-01-23,SOL-USDT,sell,78.98316781392347,128.405765,10.141894085270222,0.064235,negative,TrendUp,Close below SMA30
